sample_name	PC1	PC2	module
MLL_10842	2.2552874126092206	7.759030016889029	Mod0 (grey)
MLL_10843	2.3843363877070365	0.9931313147784465	Mod0 (grey)
MLL_10846	1.1480339350393645	-3.177690750670695	Mod0 (grey)
MLL_10848	1.0747838928070663	-0.3475996236576006	Mod0 (grey)
MLL_10852	3.9634290998331787	-2.8920874117810964	Mod0 (grey)
MLL_10853	-2.7993159798532528	1.344719210699223	Mod0 (grey)
MLL_10854	2.9450156102113745	-0.7836639205495893	Mod0 (grey)
MLL_10855	-2.0754443426982006	1.5511566846379898	Mod0 (grey)
MLL_10856	0.097253569436851	-7.5210868339129755	Mod0 (grey)
MLL_10857	-2.6033447916707853	3.5834688841699514	Mod0 (grey)
MLL_10860	-2.0144013935937033	-0.5551422516120181	Mod0 (grey)
MLL_10861	-5.923680091413028	3.4620448124372296	Mod0 (grey)
MLL_10863	10.00522682875968	8.551933015335697	Mod0 (grey)
MLL_10864	2.1537993044599095	0.8947239958458424	Mod0 (grey)
MLL_10865	7.326474094889179	0.8229304721865038	Mod0 (grey)
MLL_10867	4.623373737466459	-2.13486372649046	Mod0 (grey)
MLL_10868	4.763014987426019	2.9771473606698486	Mod0 (grey)
MLL_10872	0.8351055014454974	5.170163908563757	Mod0 (grey)
MLL_10873	-1.7220789421770053	-4.14366208839165	Mod0 (grey)
MLL_10874	-2.4736206423824645	-1.2340248583188538	Mod0 (grey)
MLL_10876	-3.1862550395311273	-4.123669203276491	Mod0 (grey)
MLL_10877	-5.041967730636135	-1.187636533083225	Mod0 (grey)
MLL_10879	6.199658294694162	3.8275933327604807	Mod0 (grey)
MLL_10881	-4.453998295478776	-2.6588671106654904	Mod0 (grey)
MLL_10882	0.8708089857210563	-0.40647625990582037	Mod0 (grey)
MLL_10884	2.094428606920207	1.5771773732066365	Mod0 (grey)
MLL_10886	-0.7121376467023971	-2.3760398182654283	Mod0 (grey)
MLL_10888	2.6554804193433257	9.031254890836795	Mod0 (grey)
MLL_108897	2.034189656566902	10.760753033794636	Mod0 (grey)
MLL_10890	-5.312749955560726	-3.3049742615862163	Mod0 (grey)
MLL_10891	-4.8001378862870485	-0.4660017129493524	Mod0 (grey)
MLL_10899	-2.9153782162454456	-3.1762021271917056	Mod0 (grey)
MLL_10901	2.233338993601977	2.7701714655312637	Mod0 (grey)
MLL_10902	15.340220889255768	5.1250642453834985	Mod0 (grey)
MLL_10903	-1.0582767448247266	-1.5415346358416147	Mod0 (grey)
